478696,郑州鹰城鑫地饭店,4.9,/hotel/478696.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_1,二七区大学中路120号(大学路与航海路交叉口向北200米路西）
2245601,艾沐国际酒店(郑州东站会展中心店）,4.9,/hotel/2245601.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_2,管城回族区中州大道与南三环交叉口向东200米
1463896,净隅酒店(郑州高铁东站会展中心店)(原中原福塔店),4.9,/hotel/1463896.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_3,郑东新区航海东路与朝凤路交叉口向南50米路东
2801810,郑州华原颐舍酒店,4.8,/hotel/2801810.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_4,二七区建设路32号
1686615,中州国际饭店(河南博物院店)(原农业路店),4.8,/hotel/1686615.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_5,金水区农业路71号
5544557,净隅酒店(郑州CBD会展中心未来北路店),4.8,/hotel/5544557.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_6,金水区中州大道与黄河路交叉口西北角金成时代广场7号楼
501757,河南天地粤海酒店,4.8,/hotel/501757.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_7,金水区农业路东41号
3664584,郑州M酒店,4.8,/hotel/3664584.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_8,中原区陇海西路80号
1414861,艾尚酒店(郑州郑东新区高铁站店),4.8,/hotel/1414861.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_9,金水区东风南路与创业路交汇处
470983,郑州正方元锦江国际饭店,4.8,/hotel/470983.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_10,郑东新区黄河南路86号
640506,郑州建国饭店,4.8,/hotel/640506.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_11,金水区金水路272号
1841750,仟那隐居精品酒店(郑州国际会展中心店)(原未来路凤凰茶城店),4.8,/hotel/1841750.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_12,管城回族区未来路与青年路交叉口东南角豫茶大厦
430146,河南郑州索菲特国际饭店,4.8,/hotel/430146.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_13,金水区金水路115号
5398498,仟那绿城精品酒店(郑州紫荆山路店),4.8,/hotel/5398498.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_14,管城回族区紫荆山路与航海路交叉口向北200米
1530796,艾尚酒店(郑州中州大道郑汴路店),4.8,/hotel/1530796.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_15,金水区郑汴路建业路交叉口向北200米路西
5214878,喜鹊愉家旅馆(郑州中州大道店)(原东风路店),4.8,/hotel/5214878.html?isFull=F#ctm_ref=hod_sr_map_dl_txt_16,金水区东风路与东明路交叉口西南角
